2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
ELPL4,ESTR3,ENER3,FJTA3,GEPA4,HBTS5,GRND3,FRAS4,GPCP3,HETA4,GUAR3,HETA4,IMBI4,JFEN3,JOPA4,LAME3,LIXC3,LIXC4,LCAM3,LIGT3,LJQQ3,ITSA4,JHSF3,LLIS3,LOGN3,MGEL4,PCAR3
ELUM4,ESTR4,ENER5,FJTA4,GETI3,HETA3,GRNL4,FRIO3,GRND3,HGTX3,GUAR4,HGTX3,IMCH3,JHSF3,JSLG3,LAME4,LIXC4,LLIS3,LEVE3,LINX3,LLIS3,ITUB3,JOPA3,LOGG3,LPSB3,MGLU3,PDGR3
EMAE4,ETER3,ENER6,FLBR3,GETI4,HETA4,GUAR3,FTRX4,GRNL4,HOOT4,GVTT3,HOOT4,INEP3,JOPA3,KEPL3,LCAM3,LLIS3,LOGN3,LIGT3,LIPR3,LOGG3,ITUB4,JOPA4,LOGN3,LREN3,MILS3,PDTC3
EMBR3,ETER4,ESCE3,FLBR4,GFTT3,HGTX3,GUAR4,GAZO4,GSHP3,HYPE3,HBOR3,HRTP3,INEP4,JOPA4,KLBN3,LEVE3,LOGN3,LPSB3,LINX3,LIQO3,LOGN3,JALL3,JSLG3,LPSB3,LUPA3,MLAS3,PEAB3
EMBR4,FAPC3,ESTR3,FLCL3,GFTT4,HGTX4,HBTS5,GEPA3,GUAR3,IDNT3,HBTS5,HYPE3,INET3,JSLG3,KLBN4,LFFE3,LPSB3,LREN3,LIPR3,LLIS3,LPSB3,JBDU3,KEPL3,LREN3,LUXM4,MMAQ4,PEAB4
EMXS4,FAPC4,ESTR4,FLCL5,GGBR3,HOOT4,HETA4,GEPA4,GUAR4,IDVL3,HETA3,IDNT3,ITEC3,KEPL3,KROT3,LFFE4,LREN3,LUXM4,LIQO3,LOGG3,LREN3,JBDU4,KLBN3,LUPA3,LVTC3,MNDL3,PETR3
ENER3,FBMC4,ETER3,FLCL6,GGBR4,IDNT3,HGTX3,GETI3,GVTT3,IDVL4,HETA4,IDVL3,ITSA3,KLBN3,LAME3,LHER4,MAGG3,MAGG3,LLIS3,LOGN3,LUXM4,JBSS3,KLBN4,LUXM4,LWSA3,MNPR3,PETR4
ENER5,FBRA4,ETER4,FRAS3,GLOB3,IENG3,HGTX4,GETI4,HBOR3,IENG3,HGTX3,IDVL4,ITSA4,KLBN4,LAME4,LIGT3,MAPT3,MAPT4,LOGG3,LPSB3,LWSA3,JHSF3,KRSA3,LVTC3,MAPT3,MOAR3,PETZ3
ENER6,FCAP4,EUCA4,FRAS4,GLOB4,IENG5,HOOT4,GFSA3,HBTS5,IENG5,HOOT4,IENG3,ITUB3,KROT3,LCAM3,LINX3,MAPT4,MDIA3,LOGN3,LREN3,MAPT3,JOPA3,LAME3,LWSA3,MAPT4,MOTV3,PFRM3
EPED4,FESA4,FAPC4,FTRX4,GOAU3,IGBR3,IDNT3,GGBR3,HETA3,IGBR3,HRTP3,IENG5,ITUB4,LAME3,LEVE3,LIPR3,MDIA3,MEAL3,LPSB3,LUXM4,MAPT4,JOPA4,LAME4,MAPT3,MATD3,MOVI3,PGMN3
EPTE4,FFTL3,FBMC4,GAFP3,GOAU4,IGBR5,IENG3,GGBR4,HETA4,IGTA3,HYPE3,IGBR3,JBDU3,LAME4,LFFE3,LIXC3,MEAL3,MEND5,LREN3,MAGG3,MDIA3,JPSA3,LAND3,MAPT4,MBLY3,MRFG3,PINE3
ERIC3,FFTL4,FBRA4,GALO4,GOLL4,IGUA3,IENG5,GLOB3,HGTX3,IGUA3,IDNT3,IGTA3,JBDU4,LCAM3,LFFE4,LIXC4,MEND5,MEND6,LUXM4,MAPT3,MDNE3,JSLG3,LAVV3,MATD3,MDIA3,MRVE3,PINE4
ERIC4,FGUI3,FCAP4,GAZO4,GPCP3,IGUA5,IGBR3,GLOB4,HOOT4,IGUA5,IDVL3,IGUA3,JBSS3,LEVE3,LHER4,LLIS3,MEND6,MERC3,MAGG3,MAPT4,MEAL3,KEPL3,LCAM3,MBLY3,MDNE3,MSPA3,PLAS3
ESCE3,FGUI4,FESA3,GEPA3,GRND3,IGUA6,IGBR5,GOAU3,HYPE3,IGUA6,IDVL4,IGUA5,JFEN3,LFFE3,LIGT3,LOGN3,MERC3,MERC4,MAPT4,MDIA3,MELK3,KLBN3,LEVE3,MDIA3,MEAL3,MSPA4,PLPL3
ESTR3,FIGE3,FESA4,GEPA4,GRNL3,ILMD3,IGUA3,GOAU4,IDNT3,ILMD4,IENG3,IGUA6,JHSF3,LFFE4,LINX3,LPSB3,MERC4,MGEL4,MDIA3,MEAL3,MERC3,KLBN4,LIGT3,MDNE3,MELK3,MTRE3,PNVL3
ESTR4,FIGE4,FFTL4,GETI3,GRNL4,ILMD4,IGUA5,GOLL4,IDVL4,IMBI3,IENG5,ILMD3,JOPA3,LHER4,LIPR3,LREN3,MGLU3,MGLU3,MEAL3,MEND5,MERC4,KRSA3,LIPR3,MEAL3,MERC4,MTSA3,POMO3
ETER3,FJTA3,FGUI3,GETI4,GTDP3,IMBI3,IGUA6,GPCP3,IENG3,IMBI4,IGBR3,ILMD4,JOPA4,LIGT3,LIXC3,LUXM3,MILS3,MILS3,MEND5,MEND6,MGEL4,LAME3,LJQQ3,MEGA3,MGEL4,MTSA4,POMO4
ETER4,FJTA4,FGUI4,GGBR3,GTDP4,IMBI4,ILMD4,GRND3,IENG5,INEP3,IGTA3,IMBI3,JSLG3,LINX3,LIXC4,LUXM4,MLFT3,MLFT3,MEND6,MERC3,MGLU3,LAME4,LOGG3,MELK3,MGLU3,MULT3,POSI3
FAPC3,FLBR4,FIGE4,GGBR4,GUAR3,INEP4,IMBI3,GRNL3,IGBR3,INEP4,IGUA3,IMBI4,KEPL3,LIPR3,LLIS3,MAGG3,MLFT4,MLFT4,MERC3,MERC4,MILS3,LAND3,LOGN3,MERC3,MILS3,MWET3,PRIO3
FAPC4,FLCL3,FJTA3,GLOB3,GUAR4,INET3,IMBI4,GRNL4,IGTA3,INET3,IGUA5,IMCH3,KLBN3,LIXC3,LLXL3,MAPT3,MMXM3,MNDL3,MERC4,MGEL4,MNDL3,LAVV3,LPSB3,MERC4,MLAS3,MWET4,PRNR3
FBMC4,FLCL5,FJTA4,GLOB4,HBTS5,ITAU3,INEP4,GSHP3,IGUA3,INPR3,IGUA6,INEP3,KLBN4,LIXC4,LOGN3,MAPT4,MNDL3,MNPR3,MGEL4,MGLU3,MNPR3,LCAM3,LREN3,MGEL4,MMAQ3,MYPK3,PSSA3
FBRA4,FLCL6,FLBR3,GOAU3,HGTX3,ITAU4,INET3,GUAR3,IGUA5,ITAU3,ILMD3,INEP4,KROT3,LLIS3,LPSB3,MDIA3,MNPR3,MOAR3,MGLU3,MILS3,MOAR3,LEVE3,LUXM4,MGLU3,MMAQ4,NATU3,PTBL3
FCAP4,FTRX4,FLBR4,GOAU4,HGTX4,ITEC3,ITAU3,GUAR4,IGUA6,ITAU4,ILMD4,INET3,KROT4,LLXL3,LREN3,MEAL3,MOAR3,MOVI3,MILS3,MNDL3,MOVI3,LIGT3,LVTC3,MILS3,MNDL3,NEOE3,PTNT3
FESA3,FTZA4,FLCL3,GPCP3,HOOT4,ITSA3,ITAU4,GVTT3,ILMD4,ITEC3,IMBI3,INPR3,LAME3,LOGN3,LUPA3,MEND3,MPLU3,MPLU3,MLFT3,MNPR3,MRFG3,LINX3,LWSA3,MLAS3,MNPR3,NGRD3,PTNT4
FESA4,GALO4,FLCL5,GRNL3,ICPI3,ITSA4,ITEC3,HBOR3,IMBI3,ITSA3,IMBI4,ITEC3,LAME4,LPSB3,LUXM4,MEND5,MRFG3,MRFG3,MLFT4,MOAR3,MRVE3,LIPR3,MAPT3,MNDL3,MOAR3,NINJ3,QUAL3
FFTL3,GAZO4,FLCL6,GRNL4,ICPI4,JBDU3,ITSA3,HBTS5,IMBI4,ITSA4,INEP3,ITSA3,LCAM3,LREN3,MAGG3,MEND6,MRVE3,MRVE3,MNDL3,MOVI3,MSPA3,LJQQ3,MAPT4,MNPR3,MOVI3,NORD3,RADL3
FFTL4,GEPA3,FRAS4,GTDP3,IDNT3,JBDU4,ITSA4,HETA3,INEP3,ITUB3,INEP4,ITSA4,LEVE3,LUPA3,MAPT3,MERC3,MSPA3,MSPA3,MNPR3,MPLU3,MSPA4,LOGG3,MATD3,MOAR3,MRFG3,NTCO3,RAIL3
FGUI3,GEPA4,FTRX4,GTDP4,IENG3,JFEN3,JBDU3,HETA4,INEP4,ITUB4,INET3,ITUB3,LFFE3,LUXM3,MAPT4,MERC4,MSPA4,MSPA4,MOAR3,MRFG3,MTIG4,LOGN3,MBLY3,MODL3,MRVE3,NUTR3,RAIZ4
FGUI4,GETI3,GAFP3,GUAR3,IENG5,JOPA4,JBDU4,HGTX3,INET3,IVTT3,INPR3,ITUB4,LIGT3,LUXM4,MDIA3,MGLU3,MTIG3,MTIG4,MOVI3,MRVE3,MTRE3,LPSB3,MDIA3,MOVI3,MSPA3,OBTC3,RANI3
FIGE3,GETI4,GAZO4,GUAR4,IGBR3,KEPL3,JFEN3,HGTX4,INPR3,JBDU3,ITEC3,JBDU3,LIPR3,MAGG3,MEND5,MILS3,MTIG4,MTSA3,MPLU3,MSPA3,MTSA3,LREN3,MDNE3,MRFG3,MSPA4,ODPV3,RAPT3
FIGE4,GFTT3,GEPA3,HBTS5,IGBR5,KLBN3,JOPA3,HOOT4,IRON3,JBDU4,ITSA3,JBDU4,LIXC3,MAPT3,MEND6,MLFT3,MTSA3,MTSA4,MRFG3,MSPA4,MTSA4,LUXM4,MEAL3,MRVE3,MTRE3,OFSA3,RAPT4
FJTA3,GFTT4,GEPA4,HETA4,IGUA3,KLBN4,JOPA4,IDNT3,ITAU3,JBSS3,ITSA4,JBSS3,LIXC4,MAPT4,MERC3,MLFT4,MTSA4,MULT3,MRVE3,MTIG4,MULT3,LVTC3,MEGA3,MSPA3,MTSA3,ONCO3,RCSL3
FJTA4,GGBR3,GETI3,HGTX3,IGUA5,LAME3,KEPL3,IDVL4,ITAU4,JFEN3,ITUB3,JFEN3,LLIS3,MDIA3,MERC4,MMXM3,MULT3,MYPK3,MSPA3,MTSA3,MYPK3,LWSA3,MELK3,MSPA4,MTSA4,OPCT3,RCSL4
FLBR3,GGBR4,GETI4,HGTX4,IGUA6,LAME4,KLBN3,IENG3,ITEC3,JHSF3,ITUB4,JHSF3,LLXL3,MEND5,MGLU3,MNDL3,MWET3,NAFG3,MSPA4,MTSA4,NAFG3,MAPT3,MERC3,MTRE3,MULT3,ORVR3,RDOR3
FLBR4,GLOB4,GGBR3,HOOT4,ILMD3,LECO4,KLBN4,IENG5,ITSA3,JOPA3,IVTT3,JOPA3,LOGN3,MEND6,MILS3,MNPR3,MWET4,NAFG4,MTIG4,MULT3,NAFG4,MAPT4,MERC4,MTSA3,MWET3,PATI3,RECV3
FLCL3,GOAU3,GGBR4,ICPI3,ILMD4,LETO3,KSSA3,IGBR3,ITSA4,JOPA4,JBDU3,JOPA4,LPSB3,MERC3,MLFT3,MOAR3,MYPK3,NATU3,MTSA3,MYPK3,NEOE3,MATD3,MGEL4,MTSA4,MWET4,PATI4,REDE3
FLCL5,GOAU4,GLOB4,ICPI4,IMBI3,LETO5,LAME3,IGBR5,IVTT3,KEPL3,JBDU4,JSLG3,LREN3,MERC4,MLFT4,MPLU3,NAFG3,NORD3,MTSA4,NAFG3,NGRD3,MBLY3,MGLU3,MULT3,MYPK3,PCAR3,RENT3
FLCL6,GRNL4,GMSA3,IDNT3,IMBI4,LEVE3,LAME4,IGBR6,JBDU3,KLBN3,JBSS3,KEPL3,LUPA3,MGEL4,MMXM3,MRFG3,NAFG4,NUTR3,MULT3,NAFG4,NORD3,MDIA3,MILS3,MWET3,NEOE3,PDGR3,RENT4
FTRX4,GRSU3,GOAU3,IENG3,INEP4,LEVE4,LECO4,IGBR7,JBDU4,KLBN4,JFEN3,KLBN3,LUXM3,MGLU3,MNDL3,MRVE3,NATU3,ODER4,MYPK3,NATU3,NTCO3,MDNE3,MLAS3,MWET4,NGRD3,PDTC3,RNEW3
FTSE3,GRSU5,GOAU4,IENG5,INET3,LFFE3,LETO3,IGTA3,JBSS3,KSSA3,JHSF3,KLBN4,LUXM4,MILS3,MNPR3,MSPA3,NUTR3,ODPV3,NAFG3,NEOE3,ODPV3,MEAL3,MNDL3,MYPK3,NINJ3,PEAB3,RNEW4
FTSE4,GRSU6,GPCP3,IGBR3,ITAU3,LFFE4,LETO5,IGUA3,JFEN3,LAME3,JOPA3,LAME3,MAGG3,MLFT3,MOAR3,MSPA4,ODPV3,OFSA3,NAFG4,NORD3,OFSA3,MEGA3,MNPR3,NEOE3,NORD3,PEAB4,ROMI3
FTZA4,GTDP3,GRNL4,IGBR5,ITAU4,LIGH3,LEVE4,IGUA5,JHSF3,LAME4,JOPA4,LAME4,MAPT3,MLFT4,MPLU3,MTIG3,OFSA3,OGSA3,NATU3,NTCO3,OMGE3,MELK3,MOAR3,NEXP3,NTCO3,PETR3,RPAD3
GALO4,GTDP4,GRSU3,IGBR6,ITEC3,LIPR3,LFFE3,IGUA6,JOPA3,LECO4,JSLG3,LEVE3,MAPT4,MMXM3,MRFG3,MTIG4,OIBR3,OGXP3,NORD3,ODPV3,OSXB3,MERC3,MODL3,NGRD3,ODPV3,PETR4,RPAD5
GAZO4,GUAR3,GRSU6,IGUA3,ITSA3,LIXC3,LFFE4,ILMD4,JOPA4,LEVE4,KEPL3,LEVE4,MDIA3,MNDL3,MRVE3,MTSA3,OIBR4,OMGE3,ODPV3,OFSA3,PARD3,MERC4,MODL4,NINJ3,OFSA3,PETZ3,RPAD6
GEPA3,GUAR4,GTDP3,IGUA5,ITSA4,LIXC4,LIGH3,IMBI3,KEPL3,LFFE4,KLBN3,LFFE3,MEND5,MNPR3,MSPA3,MTSA4,PARC3,PARC3,OFSA3,OGXP3,PATI3,MGEL4,MOSI3,NORD3,ONCO3,PFRM3,RSUL4
GEPA4,HBTS5,GTDP4,IGUA6,IVEN3,LREN3,LIGT3,IMBI4,KLBN3,LIGT3,KLBN4,LFFE4,MEND6,MOAR3,MSPA4,MULT3,PATI3,PARD3,OGXP3,OMGE3,PATI4,MGLU3,MOVI3,NTCO3,OPCT3,PGMN3,RVEE3
GETI3,HETA3,GUAR3,ILMD4,JBDU3,LREN4,LIPR3,INEP3,KLBN4,LIPR3,KSSA3,LIGT3,MERC3,MPLU3,MTIG3,MWET3,PATI4,PATI3,OMGE3,PARD3,PCAR3,MILS3,MRFG3,ODER4,ORVR3,PINE3,SANB3
GETI4,HETA4,GUAR4,IMBI3,JBDU4,LUXM4,LIXC3,INEP4,KSSA3,LIXC3,LAME3,LIPR3,MERC4,MPXE3,MTIG4,MWET4,PCAR3,PATI4,PARD3,PATI3,PCAR4,MLAS3,MRVE3,ODPV3,OSXB3,PINE4,SANB4
GLOB3,HGNN6,HBTS5,IMBI4,JFEN3,MAGS3,LIXC4,INET3,LAME3,LIXC4,LAME4,LIXC3,MGEL4,MRFG3,MTSA4,MYPK3,PCAR4,PCAR3,PATI3,PATI4,PDTC3,MNDL3,MSPA3,OFSA3,PATI3,PLAS3,SAPR3
GLOB4,HGTX3,HETA4,INEP4,KEPL3,MAGS5,LPSB3,INPR3,LAME4,LLIS3,LARK4,LIXC4,MGLU3,MRVE3,MULT3,NAFG3,PDGR3,PCAR4,PATI4,PCAR3,PEAB3,MNPR3,MSPA4,OIBR3,PATI4,PLPL3,SAPR4
GOAU3,HGTX4,HGTX3,INET3,KLBN3,MAPT4,LREN3,ITAU3,LECO4,LLXL3,LEVE4,LLIS3,MILS3,MSPA3,MWET3,NAFG4,PEAB3,PDGR3,PCAR3,PCAR4,PEAB4,MOAR3,MTIG4,OIBR4,PCAR3,PNVL3,SBFG3
GOAU4,HOOT4,HGTX4,ITAU3,KLBN4,MEND5,LUPA3,ITAU4,LETO5,LOGN3,LFFE3,LLXL3,MLFT3,MSPA4,MWET4,NATU3,PEAB4,PEAB3,PCAR4,PEAB3,PETR3,MODL3,MTRE3,ONCO3,PDGR3,POMO3,SBSP3
GPCP3,IBAN3,HOOT4,ITAU4,LAME3,MEND6,LUXM4,ITEC3,LEVE4,LPSB3,LFFE4,LOGN3,MLFT4,MTIG3,MYPK3,NETC4,PETR3,PEAB4,PEAB3,PEAB4,PETR4,MODL4,MTSA3,OPCT3,PDTC3,POMO4,SCAR3
GRNL3,IBAN5,ICPI3,ITEC3,LAME4,MERC4,MAGS3,ITSA3,LFFE3,LREN3,LHER4,LPSB3,MMXM3,MTIG4,NAFG4,NORD3,PETR4,PETR3,PEAB4,PETR3,PETZ3,MOSI3,MTSA4,ORVR3,PEAB3,PORT3,SEER3
GRNL4,IBAN6,ICPI4,ITSA3,LARK4,MGEL4,MAGS5,ITSA4,LFFE4,LUPA3,LIGT3,LREN3,MNDL3,MTSA4,NATU3,NUTR3,PFRM3,PETR4,PETR3,PETR4,PFRM3,MOVI3,MULT3,OSXB3,PEAB4,POSI3,SEQL3
GRSU3,ICPI3,IDNT3,ITSA4,LATS3,MLFT3,MAGS7,IVTT3,LIGT3,LUXM4,LIPR3,LUPA3,MNDL4,MULT3,NETC3,ODPV3,PINE4,PFRM3,PETR4,PFRM3,PGMN3,MRFG3,MWET3,PARD3,PETR3,PRIO3,SHOW3
GRSU5,ICPI4,IENG3,IVIL3,LATS6,MLFT4,MAPT3,JBDU3,LIPR3,MAGG3,LIXC3,LUXM3,MNPR3,MWET4,NETC4,OFSA3,PLAS3,PINE4,PFRM3,PINE4,PINE4,MRVE3,MWET4,PATI3,PETR4,PRNR3,SHUL4
GRSU6,IDNT3,IENG5,IVIL4,LECO4,MLPA4,MAPT4,JBDU4,LIXC3,MAPT3,LIXC4,LUXM4,MOAR3,MYPK3,NORD3,OIBR3,PMAM3,PLAS3,PINE4,PLAS3,PLAS3,MSPA3,MYPK3,PATI4,PETZ3,PSSA3,SIMH3
GTDP4,IENG3,IGBR3,JBDU3,LETO5,MNDL3,MDIA3,JBSS3,LIXC4,MAPT4,LLIS3,MAGG3,MPLU3,NAFG4,NUTR3,OIBR4,PNVL3,PMAM3,PLAS3,PMAM3,PLPL3,MSPA4,NEOE3,PCAR3,PFRM3,PTBL3,SLCE3
HBTS5,IENG5,IGBR5,JBDU4,LEVE3,MNDL4,MEDI3,JFEN3,LLIS3,MARI3,LLXL3,MAPT3,MPXE3,NATU3,ODPV3,PARC3,PNVL4,PNVL3,PMAM3,PNVL3,PMAM3,MTIG4,NEXP3,PDGR3,PGMN3,PTNT3,SMFT3
HETA4,IGBR3,IGUA3,JFAB4,LEVE4,MNPR4,MEND5,JHSF3,LLXL3,MDIA3,LOGN3,MAPT4,MRFG3,NETC3,OFSA3,PATI3,POMO3,PNVL4,PNVL3,PNVL4,PNVL3,MTRE3,NGRD3,PDTC3,PINE3,PTNT4,SMTO3
HGNN6,IGBR5,IGUA5,JFEN3,LFFE3,MNSA3,MEND6,JOPA3,LOGN3,MEDI3,LPSB3,MDIA3,MRSL4,NETC4,OIBR3,PATI4,POMO4,POMO3,PNVL4,POMO3,PNVL4,MTSA3,NINJ3,PEAB3,PINE4,QUAL3,SNSY3
HGTX3,IGBR6,IGUA6,KEPL3,LFFE4,MNSA4,MERC4,JOPA4,LPSB3,MEND3,LREN3,MEND5,MRVE3,NORD3,OIBR4,PCAR3,POSI3,POMO4,POMO3,POMO4,POMO3,MTSA4,NORD3,PEAB4,PLAS3,RADL3,SNSY5
HGTX4,IGUA3,ILLS4,KEPL4,LGLO4,MOAR3,MGEL4,KEPL3,LREN3,MEND5,LUPA3,MEND6,MSPA3,ODPV3,PATI3,PCAR4,PRBC4,POSI3,POMO4,POSI3,POMO4,MULT3,NTCO3,PETR3,PLPL3,RAIL3,SOJA3
HOOT4,IGUA5,ILMD3,KLBN3,LIGH3,MRSL3,MLFT3,KLBN3,LUPA3,MEND6,LUXM3,MERC3,MSPA4,OGXP3,PATI4,PDGR3,PRIO3,PRBC4,POSI3,PRIO3,POSI3,MYPK3,ODPV3,PETR4,PNVL3,RAIZ4,SOND3
IBAN3,IGUA6,ILMD4,KLBN4,LIPR3,MRSL4,MLFT4,KLBN4,LUXM4,MERC3,LUXM4,MERC4,MTIG3,OIBR3,PCAR4,PEAB3,PRML3,PRIO3,PRIO3,PSSA3,PRIO3,NEOE3,OFSA3,PETZ3,POMO3,RANI3,SOND5
IBAN5,ILLS4,IMBI3,LAEL4,LIXC3,MSPA3,MLPA4,KSSA3,MAGG3,MERC4,MAGG3,MGEL3,MTIG4,OIBR4,PDGR3,PEAB4,PSSA3,PRML3,PRML3,PTBL3,PRNR3,NGRD3,OIBR3,PFRM3,POMO4,RAPT3,SOND6
ICPI3,ILMD4,IMBI4,LAME3,LIXC4,MSPA4,MMXM3,LAME3,MAGS3,MGEL4,MAPT3,MGEL4,MTSA4,OSXB3,PEAB3,PETR3,PTBL3,PSSA3,PSSA3,PTNT3,PSSA3,NINJ3,OIBR4,PGMN3,PORT3,RAPT4,SUZB3
ICPI4,IMBI4,INEP4,LAME4,LREN4,MTBR3,MNDL3,LAME4,MAGS5,MLFT3,MAPT4,MGLU3,MULT3,PATI3,PEAB4,PETR4,PTNT3,PTBL3,PTBL3,PTNT4,PTBL3,NORD3,ONCO3,PINE3,POSI3,RCSL3,SYNE3
IDNT3,INEP4,ITAU3,LATS3,LUXM4,MTBR4,MNDL4,LARK4,MAGS7,MLFT4,MARI3,MILS3,MWET3,PATI4,PETR3,PFRM3,PTNT4,PTNT3,PTNT3,QGEP3,PTNT3,NTCO3,OPCT3,PINE4,PRIO3,RCSL4,TAEE3
IENG3,INET3,ITAU4,LATS4,MAGS3,MTIG3,MNPR4,LECO4,MAPT3,MMXM3,MDIA3,MLFT3,MWET4,PCAR4,PETR4,PINE4,PTPA3,PTNT4,PTNT4,QUAL3,PTNT4,ODER4,ORVR3,PLAS3,PRNR3,RDNI3,TAEE4
IENG5,INFM4,ITEC3,LATS6,MAGS5,MTIG4,MNSA3,LETO5,MAPT4,MNDL3,MEDI3,MLFT4,MYPK3,PDGR3,PFRM3,PLAS3,PTPA4,QGEP3,QGEP3,RADL3,QUAL3,ODPV3,OSXB3,PLPL3,PSSA3,RDOR3,TASA3
IGBR3,ITAU3,ITSA3,LCSA3,MAGS7,MTSA4,MNSA4,LEVE3,MARI3,MNDL4,MEND5,MMXM3,NAFG4,PEAB3,PINE4,PMAM3,QGEP3,QUAL3,QUAL3,RAIL3,RADL3,OFSA3,PARD3,PNVL3,PTBL3,REAG3,TASA4
IGBR5,ITAU4,ITSA4,LCSA4,MAPT3,MWET3,MOAR3,LEVE4,MDIA3,MNPR3,MEND6,MNDL3,NATU3,PEAB4,PLAS3,PNVL3,QUAL3,RADL3,RADL3,RANI3,RAIL3,OMGE3,PATI3,POMO3,PTNT3,RECV3,TCSA3
IGBR6,ITEC3,IVEN4,LECO4,MAPT4,MWET4,MRSL4,LFFE3,MEDI3,MOAR3,MERC3,MNDL4,NETC3,PETR3,PMAM3,PNVL4,RADL3,RAIL3,RAIL3,RANI4,RANI3,ONCO3,PATI4,POMO4,PTNT4,REDE3,TECN3
IGUA3,ITEC5,IVIL4,LETO5,MERC4,MYPK3,MSPA3,LFFE4,MEND5,MPXE3,MERC4,MNPR3,NETC4,PETR4,PNVL3,POMO3,RANI3,RANI3,RANI3,RAPT3,RANI4,OPCT3,PCAR3,PORT3,QUAL3,RENT3,TELB3
IGUA5,ITSA3,JBDU3,LEVE4,MGEL4,MYPK4,MSPA4,LIGT3,MEND6,MRFG3,MGEL4,MOAR3,NORD3,PFRM3,PNVL4,POMO4,RANI4,RANI4,RANI4,RAPT4,RAPT3,ORVR3,PDGR3,POSI3,RADL3,RENT4,TELB4
IGUA6,ITSA4,JBDU4,LGLO4,MLFT4,NATU3,MTBR3,LIPR3,MERC3,MRSL3,MILS3,MPLU3,ODPV3,PINE4,POMO3,POSI3,RAPT3,RAPT3,RAPT3,RCSL3,RAPT4,OSXB3,PDTC3,PRIO3,RAIL3,RNEW3,TEND3
ILMD4,IVCT4,JFAB4,LIAS4,MLPA4,NEMO4,MTBR4,LIXC3,MERC4,MRSL4,MLFT3,MPXE3,OGXP3,PLAS3,POMO4,PRBC4,RAPT4,RAPT4,RAPT4,RCSL4,RCSL3,PARD3,PEAB3,PRNR3,RAIZ4,RNEW4,TFCO4
IMBI3,IVEN4,JFEN3,LIGH3,MNDL3,NETC3,MTIG3,LIXC4,MGEL3,MRVE3,MLFT4,MRFG3,OHLB3,PMAM3,POSI3,PRIO3,RCSL3,RCSL3,RCSL3,RDNI3,RCSL4,PATI3,PEAB4,PSSA3,RANI3,ROMI3,TGMA3
IMBI4,IVIL4,JOIN4,LIPR3,MNDL4,NETC4,MTIG4,LOGN3,MGEL4,MSPA3,MMXM3,MRSL3,OIBR3,PMET5,PRBC4,PRML3,RCSL4,RCSL4,RCSL4,REDE3,RDNI3,PATI4,PETR3,PTBL3,RAPT3,RPAD3,TIMS3
INEP3,JBDU3,KEPL3,LIXC3,MNPR3,NORD3,MTSA4,LPSB3,MLFT3,MSPA4,MNDL3,MRSL4,OIBR4,PMET6,PRML3,PRVI3,RDNI3,RDNI3,RDNI3,RENT3,RDOR3,PCAR3,PETR4,PTNT3,RAPT4,RPAD5,TKNO3
INEP4,JBDU4,KEPL4,LIXC4,MNPR4,OHLB3,MWET3,LREN3,MLFT4,MTIG3,MNDL4,MRVE3,OSXB3,PNVL3,PRVI3,PSSA3,RDTR3,REDE3,REDE3,RLOG3,REDE3,PDGR3,PETZ3,PTNT4,RCSL3,RPAD6,TKNO4
INET3,JFAB4,KLBN3,LREN4,MNSA3,OSAO4,MWET4,LUPA3,MLPA4,MTIG4,MNPR3,MSPA3,PATI3,PNVL4,PSSA3,PTBL3,REDE3,REDE4,RENT3,RNEW3,RENT3,PDTC3,PFRM3,QUAL3,RCSL4,RSUL4,TOKY3
INFM3,JFEN3,KLBN4,LUXM3,MNSA4,PALF3,MYPK3,LUXM4,MMXM3,MTSA4,MOAR3,MSPA4,PATI4,POMO3,PTBL3,PTNT3,REDE4,RENT3,RLOG3,RNEW4,RLOG3,PEAB3,PGMN3,RADL3,RDNI3,RVEE3,TOTS3
INFM4,KEPL4,LAEL4,LUXM4,MOAR3,PALF5,MYPK4,MAGS3,MNDL3,MULT3,MPLU3,MTIG3,PCAR4,POMO4,PTNT3,PTNT4,RENT3,RLOG3,RNEW3,ROMI3,ROMI3,PEAB4,PINE4,RAIL3,RDOR3,SANB3,TPIS3
IRID3,KLAB3,LAME3,MAGS3,MRSL4,PALF7,NATU3,MAGS5,MNDL4,MWET3,MPXE3,MTIG4,PDGR3,POSI3,PTNT4,PTPA4,RJCP3,RNEW3,RNEW4,RPAD3,RPAD3,PETR3,PLAS3,RAIZ4,RECV3,SANB4,TRAD3
ITAU3,KLAB4,LAME4,MAGS5,MSAN3,PATI3,NETC3,MAGS7,MNPR3,MWET4,MRFG3,MTSA3,PEAB3,PRBC4,PTPA4,QGEP3,RLOG3,RNEW4,ROMI3,RPAD5,RPAD5,PETR4,PLPL3,RANI3,REDE3,SAPR3,TRIS3
ITAU4,LAEL4,LATS3,MAGS7,MSAN4,PATI4,NETC4,MAPT3,MOAR3,MYPK3,MRSL4,MTSA4,PEAB4,PRVI3,QGEP3,QUAL3,RNEW3,ROMI3,RPAD3,RPAD6,RPAD6,PETZ3,PMAM3,RAPT3,RENT3,SAPR4,TTEN3
